Severity,Type,Code,Source,Description,Count,Asset,Site,IsEv,CodeB,Causas,Recomendações,Peso,PesoSev,PesoReal,IC,Status de confiabilidade
High,Event,E40,Engine,Low Engine Oil Pressure Shutdown,4.0,ABC00547,Hendrix,E,E40,"Baixo nível de óleo lubrificante, óleo lubrificante contaminado, viscosidade incorreta, sensores de pressão de óleo defeituosos, circulação imprópria do óleo lubrificante, componentes desgastados. Essa falha, caso não tratada, pode gerar consequências catastróficas nos motores.","Checar o nível de óleo,qualidade e viscosidade, verificar se o filtro de óleo está obstruido",2.0,17.7828,400000.53081545467,531.5621671966176,Vermelho
High,Event,E40,Engine,Low Engine Oil Pressure Shutdown,3.0,ABC00548,Hendrix,E,E40,"Baixo nível de óleo lubrificante, óleo lubrificante contaminado, viscosidade incorreta, sensores de pressão de óleo defeituosos, circulação imprópria do óleo lubrificante, componentes desgastados. Essa falha, caso não tratada, pode gerar consequências catastróficas nos motores.","Checar o nível de óleo,qualidade e viscosidade, verificar se o filtro de óleo está obstruido",2.0,17.7828,400000.53081545467,398.6716253974631,Vermelho
Low,Event,E48,Engine #5,Backup ECM Took Control,3.0,ABB00232,Florianopolis,E,E48,"Tensão da bateria do ECM principal, Perda do sinal do ECM principal, códigos de diagnóstico para as solenóides do injetor, condição de sobrevelocidade do motor.",O ECM secundário assumirá o controle de governar o motor se o sinal de pulsação do ECM principal para o ECM secundário for interrompido. Verifique se o fio que transporta o sinal de pulsação do ECM principal para o ECM secundário não está aberto ou se o fio não está em curto.,1.0,5.6234,999.9905737984717,0.9966683459785431,Verde
Medium,Event,E7,Engine,High Aftercooler Temperature Derate,1.0,ABC00546,Hendrix,E,E7,"Circuito do Aftercooler - Baixo nível do líquido de arrefecimento, Qualidade de refrigerante, Ar no sistema de arrefecimento, Radiador, Vazamento de refrigerante, Ventilador de refrigeração do radiador defeituoso ","Verificar se o motor está operando com cargas muito altas. Verificar regulador de temperatura, se existe ar no sistema de arrefecimento, vazamento de fluido de arrefecimento, mangueiras danificadas e/ou aftercooler defeituoso.",2.0,10.0,40000.0,13.289036544850498,Verde
High,Event,E8,Engine,High Aftercooler Temperature Shutdown,1.0,ABC00546,Hendrix,E,E8,"Circuito do Aftercooler - Baixo nível do líquido de arrefecimento, ar no sistema de arrefecimento, vazamento de fluido, mangueiras danificadas, aftercooler defeituoso, bomba de líquido arrefecedor de água com revestimento defeituoso.","Verificar se o motor está operando com cargas muito altas. Verificar regulador de temperatura, se existe ar no sistema de arrefecimento, vazamento de fluido de arrefecimento, mangueiras danificadas e/ou aftercooler defeituoso.",2.0,17.7828,400000.53081545467,132.8905417991544,Verde
Medium,Event,E9,Engine,High Altitude Derate,2.0,ABA00247,Lewis Hamilton,E,E9,"Sensor defeituoso, chicote defeituoso.",Checagem do sensor e chicote; Troca do sensor e chicote.,2.0,10.0,40000.0,26.578073089700997,Verde
Medium,Event,E9,Engine,High Altitude Derate,1.0,ABC00576,Ilhas Maldivas,E,E9,"Sensor defeituoso, chicote defeituoso.",Checagem do sensor e chicote; Troca do sensor e chicote.,2.0,10.0,40000.0,13.289036544850498,Verde
Low,Event,E95,Engine,Fuel Filter Restriction Warning,7.0,ABA00133,Lewis Hamilton,E,E95,Aumento do diferencial de pressão no filtro de combustível; Necessidade de troca do filtro de combustível; Instalação incorreta dos sensores de pressão de entrada/saída de combustível.,Checagem do posicionamento de instalação dos sensores de pressão; Troca dos filtros de combustível.,1.0,5.6234,999.9905737984717,2.325559473949934,Verde
Low,Event,E95,Engine,Fuel Filter Restriction Warning,1.0,ABA00223,Lewis Hamilton,E,E95,Aumento do diferencial de pressão no filtro de combustível; Necessidade de troca do filtro de combustível; Instalação incorreta dos sensores de pressão de entrada/saída de combustível.,Checagem do posicionamento de instalação dos sensores de pressão; Troca dos filtros de combustível.,1.0,5.6234,999.9905737984717,0.33222278199284777,Verde
Low,Event,E95,Engine,Fuel Filter Restriction Warning,1.0,ABA00243,Lewis Hamilton,E,E95,Aumento do diferencial de pressão no filtro de combustível; Necessidade de troca do filtro de combustível; Instalação incorreta dos sensores de pressão de entrada/saída de combustível.,Checagem do posicionamento de instalação dos sensores de pressão; Troca dos filtros de combustível.,1.0,5.6234,999.9905737984717,0.33222278199284777,Verde
Low,Event,E95,Engine,Fuel Filter Restriction Warning,1.0,ABA00247,Lewis Hamilton,E,E95,Aumento do diferencial de pressão no filtro de combustível; Necessidade de troca do filtro de combustível; Instalação incorreta dos sensores de pressão de entrada/saída de combustível.,Checagem do posicionamento de instalação dos sensores de pressão; Troca dos filtros de combustível.,1.0,5.6234,999.9905737984717,0.33222278199284777,Verde
Low,Event,E95,Engine #3,Fuel Filter Restriction Warning,1.0,ABB00230,Marica,E,E95,Aumento do diferencial de pressão no filtro de combustível; Necessidade de troca do filtro de combustível; Instalação incorreta dos sensores de pressão de entrada/saída de combustível.,Checagem do posicionamento de instalação dos sensores de pressão; Troca dos filtros de combustível.,1.0,5.6234,999.9905737984717,0.33222278199284777,Verde
Low,Event,E99,Engine,Engine Oil Filter Restriction Warning,6.0,ABA00133,Lewis Hamilton,E,E99,Aumento do diferencial de pressão no filtro de óleo; Necessidade de troca do filtro de óleo; Instalação incorreta dos sensores de pressão de entrada/saída de óleo.,Checagem do posicionamento de instalação dos sensores de pressão; Troca dos filtros.,1.0,5.6234,999.9905737984717,1.9933366919570863,Verde
Low,Event,E99,Engine,Engine Oil Filter Restriction Warning,30.0,ABA00247,Lewis Hamilton,E,E99,Aumento do diferencial de pressão no filtro de óleo; Necessidade de troca do filtro de óleo; Instalação incorreta dos sensores de pressão de entrada/saída de óleo.,Checagem do posicionamento de instalação dos sensores de pressão; Troca dos filtros.,1.0,5.6234,999.9905737984717,9.966683459785433,Verde
Low,Event,E99,Engine,Engine Oil Filter Restriction Warning,3.0,ABC00546,Hendrix,E,E99,Aumento do diferencial de pressão no filtro de óleo; Necessidade de troca do filtro de óleo; Instalação incorreta dos sensores de pressão de entrada/saída de óleo.,Checagem do posicionamento de instalação dos sensores de pressão; Troca dos filtros.,1.0,5.6234,999.9905737984717,0.9966683459785431,Verde
Low,Event,E99,Engine,Engine Oil Filter Restriction Warning,4.0,ABC00547,Hendrix,E,E99,Aumento do diferencial de pressão no filtro de óleo; Necessidade de troca do filtro de óleo; Instalação incorreta dos sensores de pressão de entrada/saída de óleo.,Checagem do posicionamento de instalação dos sensores de pressão; Troca dos filtros.,1.0,5.6234,999.9905737984717,1.328891127971391,Verde
Low,Event,E99,Engine,Engine Oil Filter Restriction Warning,3.0,ABC00548,Hendrix,E,E99,Aumento do diferencial de pressão no filtro de óleo; Necessidade de troca do filtro de óleo; Instalação incorreta dos sensores de pressão de entrada/saída de óleo.,Checagem do posicionamento de instalação dos sensores de pressão; Troca dos filtros.,1.0,5.6234,999.9905737984717,0.9966683459785431,Verde
Low,Event,E99,Engine,Engine Oil Filter Restriction Warning,15.0,ABC00574,Ilhas Maldivas,E,E99,Aumento do diferencial de pressão no filtro de óleo; Necessidade de troca do filtro de óleo; Instalação incorreta dos sensores de pressão de entrada/saída de óleo.,Checagem do posicionamento de instalação dos sensores de pressão; Troca dos filtros.,1.0,5.6234,999.9905737984717,4.983341729892716,Verde
